"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
86370,"Female",8,"Non-Hispanic Black",NA,10127.711196,10107.814563,2,126
86371,"Female",0,"Mexican American",NA,4632.786355,4765.178756,1,120
86372,"Female",39,"Non-Hispanic Black","College graduate or above",28048.904445,28102.253371,2,129
86373,"Female",15,"Other Hispanic",NA,12511.126638,14349.086758,2,132
86374,"Male",5,"Non-Hispanic White",NA,22862.184428,23680.238757,2,120
86375,"Male",11,"Non-Hispanic White",NA,23627.358254,23466.479309,2,123
86376,"Male",10,"Non-Hispanic Black",NA,9600.229458,9862.370481,2,131
86377,"Female",76,"Non-Hispanic White","College graduate or above",96573.311123,99979.391993,2,120
86378,"Female",5,"Other Hispanic",NA,16058.253685,17990.328752,1,128
86379,"Male",42,"Non-Hispanic White","High school graduate/GED or equivalent",27901.717685,27765.51651,1,125
86380,"Male",2,"Non-Hispanic White",NA,12572.647119,13090.605774,2,132
86381,"Male",15,"Non-Hispanic Black",NA,13143.715892,13149.569579,2,131
86382,"Female",3,"Non-Hispanic Black",NA,8862.399321,0,2,126
86383,"Female",78,"Other Hispanic","Less than 9th grade",8501.008164,11232.633659,1,133
86384,"Female",37,"Non-Hispanic White","Less than 9th grade",52119.841331,53558.805067,2,130
86385,"Male",9,"Non-Hispanic White",NA,41906.132354,48044.389647,2,125
86386,"Male",72,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",8507.235469,8456.879105,1,124
86387,"Female",13,"Non-Hispanic White",NA,23027.915688,23652.510985,2,123
86388,"Male",6,"Other Hispanic",NA,14651.227772,14914.902186,2,129
86389,"Male",13,"Other Race - Including Multi-Racial",NA,13440.058365,14586.999825,2,129
86390,"Female",15,"Non-Hispanic Black",NA,18690.288579,18307.375883,1,119
86391,"Male",5,"Non-Hispanic Black",NA,10491.560841,11029.105632,2,131
86392,"Female",1,"Non-Hispanic Black",NA,6293.200533,6541.51695,2,132
86393,"Male",45,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",15244.963068,15234.229744,2,129
86394,"Male",38,"Other Hispanic","High school graduate/GED or equivalent",28828.409621,29673.848195,1,127
86395,"Female",36,"Non-Hispanic White","Some college or AA degree",52407.717742,56143.431819,1,120
86396,"Male",27,"Mexican American","Less than 9th grade",30694.287868,32758.648814,1,120
86397,"Female",28,"Other Hispanic","High school graduate/GED or equivalent",22264.06901,23567.386917,1,120
86398,"Male",11,"Other Hispanic",NA,18681.906818,19128.187723,2,122
86399,"Female",35,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",16048.989903,17037.191893,2,130
86400,"Female",62,"Mexican American","Less than 9th grade",9632.695762,9223.528226,1,128
86401,"Male",53,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",22234.719203,28081.610342,1,126
86402,"Male",19,"Other Race - Including Multi-Racial",NA,13771.97479,13566.18221,2,122
86403,"Female",0,"Other Hispanic",NA,4420.226734,4885.597316,1,119
86404,"Male",80,"Non-Hispanic White","High school graduate/GED or equivalent",13902.596409,14856.89084,2,126
86405,"Male",80,"Non-Hispanic Black","Some college or AA degree",13779.979256,14340.523275,1,125
86406,"Male",80,"Non-Hispanic White","Some college or AA degree",34022.333491,36357.675929,1,119
86407,"Female",2,"Other Hispanic",NA,10525.05879,11128.394426,1,129
86408,"Female",0,"Other Hispanic",NA,6068.804081,6189.302883,1,123
86409,"Female",21,"Non-Hispanic Black","High school graduate/GED or equivalent",27960.359678,28307.578582,1,124
86410,"Male",16,"Non-Hispanic Black",NA,13143.715892,13149.569579,2,131
86411,"Male",0,"Mexican American",NA,10376.35401,11605.409119,1,129
86412,"Female",8,"Non-Hispanic Black",NA,12155.35896,12271.124377,2,121
86413,"Female",44,"Non-Hispanic White","Some college or AA degree",104922.046554,121496.52817,2,120
86414,"Male",1,"Other Race - Including Multi-Racial",NA,12053.171289,12150.987773,1,131
86415,"Female",21,"Other Race - Including Multi-Racial","Some college or AA degree",83292.114047,83460.922658,2,123
86416,"Female",51,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",44211.314572,44522.073852,2,125
86417,"Male",40,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",16564.92909,20770.955139,1,133
